4996,2.44141e-07
5,0.0425183
1,0.116626
5125,2.44141e-07
4920,7.32422e-07
4775,1.70898e-06
25,0.0011792
2,0.0789846
489,0.000284912
0,0.183345
495,0.000256836
14,0.0194309
501,0.000229736
493,0.000266602
6,0.0333044
4973,2.44141e-07
12,0.0157661
491,0.000281494
16,0.0187939
511,0.000153809
480,0.000288818
15,0.0198723
4,0.0504719
483,0.000275635
19,0.0116194
147,0.00154395
3,0.0603594
58,0.00263037
417,2.68555e-06
162,0.00131909
4760,2.44141e-07
18,0.014322
505,0.000192627
139,0.000898682
11,0.0133894
9,0.0127258
409,2.44141e-07
4792,4.88281e-07
50,0.00658472
43,0.00533643
4755,2.44141e-07
4916,1.46484e-06
21,0.00644556
5044,2.44141e-07
149,0.00166699
1511,2.36816e-05
148,0.00163745
4981,9.76563e-07
20,0.0088396
499,0.000223145
4962,4.88281e-07
4809,9.76563e-07
55,0.00421899
4912,7.32422e-07
4767,9.76563e-07
17,0.0168701
7,0.0238738
35,0.00105981
41,0.00417212
169,0.000756104
4954,9.76563e-07
4801,9.76563e-07
47,0.00682642
172,0.000560303
1535,2.88086e-05
4877,1.70898e-06
44,0.00591064
1653,9.76563e-07
151,0.00176904
39,0.00284399
4881,9.76563e-07
415,1.46484e-06
48,0.00693677
4908,1.70898e-06
13,0.0180303
156,0.00169165
4893,1.95313e-06
1519,3.10059e-05
413,4.88281e-07
54,0.0048064
1616,4.39453e-06
4985,2.44141e-07
24,0.00191943
152,0.0016709
4780,2.44141e-07
38,0.00233057
1600,4.88281e-06
1457,2.68555e-06
4844,1.70898e-06
1664,7.32422e-07
461,0.000159424
1521,3.24707e-05
166,0.000975098
4799,7.32422e-07
49,0.00687793
1623,2.19727e-06
4787,1.2207e-06
53,0.00536255
10,0.0119429
497,0.00025415
51,0.00627026
411,2.44141e-07
60,0.00170898
22,0.00448145
509,0.000158447
26,0.000678955
8,0.0166362
503,0.000206299
157,0.00164673
1607,7.08008e-06
37,0.00180713
5052,4.88281e-07
61,0.00136646
1631,2.92969e-06
4788,2.44141e-07
405,2.44141e-07
1608,4.63867e-06
46,0.00673022
127,0.000168945
40,0.00352344
403,2.44141e-07
4885,7.32422e-07
52,0.00584863
4817,1.46484e-06
4970,7.32422e-07
496,0.000258789
543,1.26953e-05
506,0.000185547
59,0.002104
1472,9.0332e-06
1615,4.39453e-06
45,0.00637769
4779,9.76563e-07
154,0.0017251
23,0.00296631
4934,4.88281e-07
460,0.000147461
1633,2.68555e-06
1456,4.15039e-06
161,0.0014082
5048,2.44141e-07
