173,8.54492e-05
237,4.63867e-05
262,4.39453e-05
374,2.44141e-06
221,5.37109e-05
149,0.000170898
302,1.95313e-05
1928,2.44141e-06
366,1.46484e-05
213,5.61523e-05
2157,2.44141e-06
430,7.32422e-06
162,0.000148926
536,2.44141e-06
903,2.44141e-06
166,0.000109863
891,2.44141e-06
230,3.90625e-05
269,1.95313e-05
604,1.2207e-05
144,0.000202637
208,4.15039e-05
666,7.32422e-06
319,1.70898e-05
128,0.000256348
586,7.32422e-06
99,0.000561523
260,3.66211e-05
227,3.66211e-05
2107,2.44141e-06
1658,2.44141e-06
299,2.19727e-05
2081,4.88281e-06
354,1.95313e-05
201,5.37109e-05
284,2.44141e-05
251,2.68555e-05
297,3.17383e-05
111,0.000419922
239,3.66211e-05
256,3.17383e-05
127,0.000258789
272,3.41797e-05
255,2.92969e-05
171,0.000112305
235,4.15039e-05
268,3.90625e-05
254,4.63867e-05
692,2.44141e-06
2262,2.44141e-06
1927,2.44141e-06
357,9.76563e-06
224,2.92969e-05
206,5.85937e-05
94,0.000681152
453,7.32422e-06
883,2.44141e-06
222,6.10352e-05
853,7.32422e-06
164,0.000102539
207,6.34766e-05
352,9.76563e-06
143,0.000168457
288,1.46484e-05
146,0.000166016
479,2.44141e-06
112,0.000336914
2045,2.44141e-06
176,9.76563e-05
113,0.000437012
81,0.000961914
264,3.41797e-05
247,4.39453e-05
150,0.000158691
135,0.000197754
280,1.95313e-05
795,4.88281e-06
134,0.000229492
197,7.08008e-05
350,1.2207e-05
87,0.000844727
181,8.30078e-05
530,2.44141e-06
1710,2.44141e-06
200,7.08008e-05
2734,2.44141e-06
188,5.12695e-05
110,0.000410156
469,7.32422e-06
77,0.00115234
294,1.70898e-05
141,0.000212402
2277,2.44141e-06
61,0.00240723
125,0.000236816
467,4.88281e-06
116,0.000334473
115,0.000324707
101,0.000517578
132,0.000217285
471,4.88281e-06
104,0.000463867
91,0.000708008
465,7.32422e-06
106,0.000483398
84,0.00092041
126,0.000275879
485,9.76563e-06
102,0.000439453
461,1.2207e-05
789,4.88281e-06
451,4.88281e-06
100,0.000505371
121,0.000297852
142,0.000205078
473,4.88281e-06
114,0.00032959
167,0.000117187
312,1.95313e-05
85,0.00081543
88,0.000808105
455,9.76563e-06
133,0.000222168
286,1.46484e-05
2699,2.44141e-06
140,0.00020752
92,0.000644531
78,0.00111328
57,0.00280518
129,0.000270996
282,2.44141e-05
95,0.000639648
76,0.00118408
117,0.000358887
82,0.000969238
1979,4.88281e-06
815,4.88281e-06
138,0.000178223
1971,4.88281e-06
130,0.000217285
124,0.000258789
475,4.88281e-06
107,0.000441895
97,0.000539551
463,7.32422e-06
96,0.000566406
953,2.44141e-06
136,0.000195313
75,0.00129395
1099,4.88281e-06
63,0.00217041
103,0.000458984
71,0.00154053
68,0.00163818
73,0.00127686
119,0.000307617
411,4.88281e-06
60,0.00229492
69,0.00162354
74,0.00128418
93,0.000646973
72,0.00147705
66,0.00181396
67,0.0016748
797,4.88281e-06
459,2.44141e-06
108,0.00043457
79,0.00108398
89,0.000742188
90,0.000717773
65,0.00186035
740,2.44141e-06
1608,2.44141e-06
405,7.32422e-06
46,0.00537109
55,0.00310791
98,0.000588379
457,7.32422e-06
43,0.00631104
50,0.00395752
409,9.76563e-06
768,4.88281e-06
1948,2.44141e-06
2265,2.44141e-06
49,0.00436768
769,2.44141e-06
80,0.000917969
934,2.44141e-06
